application_id,applicant_id,applicant_name,applicant_city,application_date,branch_code,application_channel,pan_number,mobile_number,email_address,age_years,monthly_income_inr,employment_type,credit_score,debt_to_income_ratio,existing_loan_count,late_payments_last_12_months,loan_type,loan_amount_inr,tenure_months,defaulted,loss_given_default_inr,rejection_reason
LA025971,APP026808,Siddharth Sharma,Jaipur,2023-12-20,BR033,branch,UYUPP0423B,6534461236,nchauhan@protonmail.com,,79012.0,self_employed_professional,787,0.4136,0.0,2,personal,363000,12.0,0,,missing_required_field
LA025989,APP012230,Aarav Rao,Pune ,2023-11-21,BR010,branch,UWGFT7731Q,6828018705,vaishnavi.mukherjee@rediffmail.com,35.0,0.0,salaried_private,856,0.5975,2.0,1,gold,176000,18.0,0,,income_not_positive
LA026004,APP024479,Manoj Varma,Pune,not_a_date,BR033,direct_sales_agent,UZRKF2195C,9266233020,rhegde@rediffmail.com,34.0,54503.0,self_employed_professional,801,0.4407,1.0,1,gold,332000,18.0,0,,unparseable_application_date
LA026019,APP019668,Ritika Kulkarni, Madurai,2024-11-11,BR028,direct_sales_agent,VCBIX5306D,8348386073,zmukherjee@outlook.com,32.0,24829.0,self_employed_business,832,0.5628,,0,personal,291000,24.0,0,,missing_required_field
LA026035,APP021898,Shreya Chatterjee,Delhi,2024-03-12,BR001,branch,VZQZW7500G,7207034082,rvenkatesan@yahoo.co.in,49.0,47248.0,self_employed_business,707,0.3541,1.0,0,gold,233000,,0,,missing_required_field
LA000446,APP018423,Aarav Hegde,Rajkot,2023-06-22,BR024,branch,ENKLZ1290Z,8358254370,swathi56@yahoo.co.in,25.0,68066.0,self_employed_business,900,0.1944,0.0,0,personal,390000,36.0,0,,duplicate_application_id
LA026053,APP018575,Krishna Kulkarni,Kanpur,2024-06-03,BR009,online,QDTBQ0457T,9342874516,kmenon@outlook.com,27.0,-1.0,self_employed_business,887,0.6556,2.0,0,vehicle,689000,48.0,0,,income_not_positive
LA026060,APP023553,Harsha Rao,Rajkot,2024-06-03,BR013,online,RQPSH3669V,6938330602,latha_deshpande3@protonmail.com,31.0,0.0,self_employed_professional,842,0.6363,2.0,0,personal,291000,36.0,0,,income_not_positive
LA026087,APP009582,Nikhil Subramanian,Mysuru,,BR007,online,VSXEZ8115R,7101173328,praveen_nair5@rediffmail.com,31.0,131870.0,salaried_private,814,0.2666,0.0,0,personal,1500000,60.0,0,,unparseable_application_date
LA026091,APP012226,Krishna Sinha,Rajkot,2025-01-09,BR018,online,AANKE1976U,9124064295,sridhar.menon@rediffmail.com,35.0,-25000.0,salaried_private,556,0.6418,0.0,4,personal,612000,36.0,0,,income_not_positive
LA026110,APP022797,Ritika Gowda,Kanpur,2023-02-09,BR008,branch,PJWQK0477W,9336564591,sridhar.naidu@hotmail.com,28.0,-1.0,self_employed_professional,488,0.6717,1.0,9,personal,1259000,48.0,0,,income_not_positive
LA026112,APP009514,Sandeep Pillai,Madurai,2023-12-18,BR036,online,CDXZE3759B,7216473411,ugowda@outlook.com,31.0,-1.0,salaried_private,827,0.5352,1.0,0,personal,1094000,60.0,0,,income_not_positive
LA026126,APP026134,Aarav Menon,Mysuru,2023-06-23,BR021,partner_referral,ISFAJ1662Q,8611144616,bhargav.joshi@rediffmail.com,44.0,79994.0,self_employed_professional,120,0.5045,0.0,10,home,4771000,360.0,0,,credit_score_out_of_range
LA026133,APP022136,Gayathri Mukherjee,Delhi,2023-10-15,BR025,partner_referral,PEBUU3552R,7806984699,rbhatia@hotmail.com,60.0,-1.0,self_employed_business,605,0.6462,2.0,2,home,2388000,300.0,1,209928.76,income_not_positive
LA026139,APP004009,Diya Ramesh,Kochi,2023-11-25,BR027,online,DDWBR1578T,8887276099,hpillai@outlook.com,35.0,207798.0,salaried_government ,615,0.4394,2.0,0,personal,1500000,,0,,missing_required_field
LA026150,APP012216,Saanvi Nair, Delhi,2024-02-24,BR025,branch,YEGLA8741M,9732531162,mahesh_chatterjee2@hotmail.com,35.0,-1.0,salaried_private,600,0.2383,1.0,5,gold,88000,24.0,0,,income_not_positive
LA026172,APP020592,Priya Chatterjee,Delhi,2025-04-07,BR024,partner_referral,CZAAF6545L,8327203470,bhavana.verma@yahoo.co.in,37.0,-25000.0,self_employed_business,819,0.4203,1.0,0,personal,442000,36.0,0,,income_not_positive
LA026174,APP026795,Aditya Menon,Bengaluru,2024-01-18,BR011,branch,QWDBH7384C,6595498160,ksharma@rediffmail.com,,43420.0,self_employed_professional,723,0.1861,0.0,2,personal,167000,24.0,0,,missing_required_field
LA026188,APP015407,Vikram Sinha,Pune,2024-05-02,BR003,online,UTIXH2069N,7330975204,rohit.mukherjee@gmail.com,41.0,32191.0,salaried_private,250,0.3497,0.0,8,personal,317000,36.0,0,,credit_score_out_of_range
LA026200,APP017062,Ishaan Verma,Bengaluru,2023-05-22,BR021,branch,EFZWA9777M,7781206305,lakshmi.rathore@yahoo.co.in,48.0,-1.0,salaried_private,664,0.7828,2.0,1,vehicle,1779000,48.0,0,,income_not_positive
LA026214,APP016246,Krishna Subramanian,Vadodara,2023-04-26,BR028,online,MGWHZ7789P,6699302126,achatterjee@gmail.com,44.0,0.0,salaried_private,593,0.6495,1.0,0,vehicle,440000,36.0,0,,income_not_positive
LA026256,APP010250,Ishaan Desai,Rajkot,2023-05-25,BR035,branch,CWJXD4755B,9568512704,vraman@rediffmail.com,32.0,-1.0,salaried_private,846,0.6153,1.0,2,home,3222000,360.0,0,,income_not_positive
LA026286,APP018867,Ananya Bhat,Bhopal,2024-03-28,BR015,branch,MPIZC6434S,6754189543,jghosh@gmail.com,28.0,49555.0,self_employed_business,1200,0.5517,0.0,0,personal,304000,12.0,0,,credit_score_out_of_range
LA000077,APP008795,Diya Naidu,Ludhiana,2023-02-01,BR036,branch,MGMAX5591V,+91 98765 43210,charitha_shah5@gmail.com,29.0,84000.0,salaried_private,667,0.4279,1.0,4,home,3744000,360.0,0,,duplicate_application_id
LA026302,APP001940,Diya Mukherjee,Kochi,2024-07-02,BR039,direct_sales_agent,YHWGM5763H,8661083022,lbhatia@outlook.com,51.0,-1.0, contract,482,0.2116,0.0,6,personal,145000,36.0,0,,income_not_positive
LA000464,APP018503,Vivaan Patel,Lucknow,2024-12-11,BR015,branch,ECPSM6946U,8192704076,dbhat@outlook.com,26.0,33371.0,self_employed_business,643,0.4615,0.0,2,vehicle,478000,36.0,0,,duplicate_application_id
LA026333,APP026598,Nikhil Chatterjee,Coimbatore,2024-11-26,BR004,online,TDZXT3195T,9720115482,aghosh@rediffmail.com,53.0,45355.0,self_employed_professional,250,0.4767,0.0,6,personal,759000,48.0,0,,credit_score_out_of_range
LA000496,APP017837,Ananya Sharma,Chennai,2025-05-16,BR034,branch,KVFDY1262H,6051708475,swathi59@protonmail.com,57.0,12000.0,salaried_private,790,0.3827,0.0,0,vehicle,100000,24.0,0,,duplicate_application_id
LA026397,APP015734,Praveen Chatterjee,Mumbai,2025-06-23,BR014,branch,JMDYW4525F,7847906872,vreddy@rediffmail.com,42.0,23515.0, SALARIED_PRIVATE ,577,0.6631,0.0,1,personal,444000,,1,348432.7,missing_required_field
LA026435,APP026918,Priya Reddy,Nagpur,2024-09-20,BR030,partner_referral,YEIJE6120H,6438996734,rajesh55@hotmail.com,38.0,35704.0,,465,0.5647,2.0,10,personal,376000,36.0,1,256298.85,missing_required_field
LA026442,APP008206,Krishna Verma,Pune,2024-12-27,BR009,branch,CUERP8858J,8359827326,ymukherjee@protonmail.com,29.0,130547.0,salaried_private,679,0.717,,0,home,8922000,360.0,0,,missing_required_field
LA026478,APP004204,Sneha Desai, Bengaluru,2024-11-02,BR028,branch,QARBJ7796L,8885697865,uma.rathore@outlook.com,36.0,18712.0,salaried_government,743,0.496,,2,personal,337000,48.0,0,,missing_required_field
LA026488,APP023297,Reyansh Chatterjee,Ahmedabad,2023-05-11,BR023,direct_sales_agent,YDCBS0175W,9755428546,mchauhan@outlook.com,30.0,-1.0,Self_Employed_Professional,756,0.4967,0.0,0,vehicle,641000,60.0,0,,income_not_positive
LA026505,APP026892,Reyansh Ramesh,Visakhapatnam,2024-07-17,BR006,online,YRQII0639N,6261763340,rohit45@rediffmail.com,34.0,65345.0,,697,0.4441,1.0,0,home,2894000,240.0,0,,missing_required_field
LA026524,APP009101,Meera Ramesh,Kolkata,2024-11-22,BR002,partner_referral,LMKQT2244D,9165691382,omkar_verma9@gmail.com,30.0,32761.0,salaried_private,985,0.5132,1.0,0,gold,309000,24.0,0,,credit_score_out_of_range
LA026536,APP026929,Harsha Sharma,Kanpur,2024-01-26,BR031,direct_sales_agent,BWXNN0659G,6244692293,zoya_pillai6@rediffmail.com,39.0,50359.0,,681,0.5591,1.0,1,home,2952000,300.0,0,,missing_required_field
LA026564,APP011910,Aniket Chauhan,Pune,2023-11-07,BR016,online,SJMQS3973F,7111075169,rajesh_bose7@gmail.com,34.0,37284.0,salaried_private,821,0.4887,,1,home,2394000,360.0,0,,missing_required_field
LA026565,APP006850,Manoj Menon,Hyderabad,2024-03-08,BR036,online,HCCHW5474I,8937900028,naveen96@yahoo.co.in,26.0,52251.0,salaried_private,120,0.4011,1.0,4,gold,249000,18.0,0,,credit_score_out_of_range
LA000100,APP023247,Ananya Banerjee,Bhopal ,2023-05-12,BR037,direct_sales_agent,NHQMJ1182U,98765abcde,imran99@rediffmail.com,29.0,60174.0,self_employed_professional,717,0.3374,0.0,0,home,2512000,360.0,0,,duplicate_application_id
LA000387,APP022089,Aditya Joshi,Madurai,2024-03-29,BR007,branch,LBXGL1284G,6477826730,sandeep.ghosh@gmail.com,56.0,24481.0,self_employed_business,673,0.5625,0.0,1,vehicle,541000,48.0,0,,duplicate_application_id
LA026624,APP018337,Vinay Nair,Kochi,2023-02-27,BR015,partner_referral,IHANE6599E,8849011288,echauhan@hotmail.com,25.0,178321.0,self_employed_business,4300,0.5579,0.0,2,home,11562000,300.0,0,,credit_score_out_of_range
LA026654,APP017201,Rahul Mukherjee,Delhi,2023-04-09,BR016,branch,WFWYC9789M,8043230121,hsubramanian@protonmail.com,49.0,-25000.0,salaried_private,609,0.4948,0.0,2,home,2878000,240.0,0,,income_not_positive
LA026655,APP009674,Aditya Rao,Jaipur,2024-09-25,BR035,branch,CTTVC3834E,7239107398,charitha.das@yahoo.co.in,31.0,221485.0,salaried_private,525,0.3816,1.0,5,vehicle,2203000,,0,,missing_required_field
LA026672,APP018728,Deepika Nair, Kochi,2025-01-29,BR006,branch,MGDNZ4649Q,6873835712,deepak.chauhan@gmail.com,28.0,-25000.0,self_employed_business,708,0.603,0.0,2,vehicle,994000,60.0,0,,income_not_positive
LA026724,APP004239,Vikram Prasad,Ludhiana,2024-04-21,BR010,branch,JEXKU0592V,8594989580,rohit.reddy@gmail.com,36.0,29974.0,Salaried_Government,727,0.7347,1.0,1,vehicle,726000,,0,,missing_required_field
LA026745,APP002062,Shreya Shah,Vadodara,2023-02-20,BR007,partner_referral,UIZLC4874A,6625716661,asharma@outlook.com,,47866.0,contract,793,0.7347,3.0,0,vehicle,881000,48.0,0,,missing_required_field
LA026774,APP003572,Kavya Desai,Delhi ,2024-02-26,BR040,online,WUVGY0489V,7211255604,rkulkarni@yahoo.co.in,33.0,-1.0, SALARIED_GOVERNMENT ,719,0.4135,1.0,1,gold,165000,18.0,0,,income_not_positive
LA026787,APP026876,Krishna Gowda,Delhi,2024-02-17,BR001,direct_sales_agent,VIJEV6836V,9862185724,shreya.bhatia@hotmail.com,33.0,24196.0,,782,0.5451,1.0,0,gold,136000,12.0,0,,missing_required_field
LA026856,APP023820,Divya Hegde,Madurai,2024-03-10,BR003,online,LIPTT5036Y,7425201886,ciyer@protonmail.com,32.0,0.0,self_employed_professional,670,0.4697,1.0,0,personal,759000,48.0,0,,income_not_positive
LA026859,APP010740,Arjun Sharma,Kanpur,2024-04-02,BR023,branch,KHUXN6042Z,7602134329,arao@gmail.com,32.0,55227.0,salaried_private,581,0.5739,,3,vehicle,1579000,84.0,0,,missing_required_field
LA026882,APP016218,Diya Joshi,Delhi,2025-03-16,BR033,branch,KVNIJ9168S,9137871669,hkulkarni@protonmail.com,43.0,75596.0,salaried_private,569,0.5204,0.0,3,personal,803000,,0,,missing_required_field
LA026894,APP006025,Bhavana Naidu,Indore,2023-05-27,BR013,online,HDTRZ2160V,9046571492,biyer@protonmail.com,24.0,23955.0,salaried_private,4300,0.3841,1.0,6,personal,265000,48.0,0,,credit_score_out_of_range
LA026897,APP007553,Aniket Prasad,Lucknow,2024-10-28,BR037,online,HYSWQ4633F,8772580203,rahul.chauhan@protonmail.com,28.0,-25000.0,salaried_private,495,0.3646,0.0,7,gold,235000,24.0,0,,income_not_positive
LA026913,APP026888,Ishaan Joshi,Mumbai,2024-09-05,BR024,partner_referral,LQMEE5549S,9757784440,yagarwal@gmail.com,33.0,92578.0,,847,0.5148,1.0,0,vehicle,2500000,84.0,0,,missing_required_field
LA026927,APP022798,Anjali Sinha,Bengaluru,2024-11-18,BR027,branch,MBMVD3737W,6930449761,manoj_shah4@outlook.com,28.0,-1.0,self_employed_professional,892,0.3737,0.0,0,personal,479000,48.0,0,,income_not_positive
LA026935,APP026896,Aarav Kapoor,Chennai,2024-05-16,BR039,branch,MDGGY0480Z,7676620160,abhat@outlook.com,35.0,18935.0,,788,0.6688,2.0,1,vehicle,304000,36.0,0,,missing_required_field
LA027066,APP026826,Shreya Joshi,Kochi,2024-01-15,BR021,online,ALPHE3429B,6152968694,mhegde@outlook.com,26.0,39667.0,,764,0.2164,1.0,0,personal,153000,36.0,0,,missing_required_field
LA027067,APP019376,Vivaan Rao,Nagpur,2023-04-02,BR009,branch,YATKU6078G,9022632424,graman@yahoo.co.in,31.0,-1.0,self_employed_business,608,0.5414,2.0,4,vehicle,138000,24.0,0,,income_not_positive
LA027132,APP021714,Aditya Chauhan,Ahmedabad,2024-02-09,BR003,online,HNUUU6191L,6158938550,bhavana_rathore8@hotmail.com,46.0,-25000.0,self_employed_business,712,0.2193,1.0,3,personal,554000,36.0,0,,income_not_positive
LA000446,APP002406,Diya Iyer,Madurai,2023-03-25,BR018,branch,QSQGD6085B,6932750888,rahul_gowda4@hotmail.com,26.0,76818.0,salaried_government,707,0.5719,1.0,0,home,4716000,300.0,0,,duplicate_application_id
LA027159,APP014417,Vinay Kulkarni,Pune,2025-04-15,BR017,branch,XUJNE9199X,6080533562,pkulkarni@yahoo.co.in,38.0,81548.0,salaried_private,777,0.3982,1.0,1,gold,696000,,0,,missing_required_field
LA027169,APP022992,Gayathri Iyer,Chennai ,not_a_date,BR020,branch,PDGDI4660X,8573579868,imran_chauhan4@hotmail.com,28.0,56185.0, SELF_EMPLOYED_PROFESSIONAL ,830,0.7009,2.0,0,personal,337000,12.0,0,,unparseable_application_date
LA027170,APP026153,Meera Chatterjee,Hyderabad,2024-08-07,BR005,branch,DYIYZ4676U,7310618857,chetan_pillai8@rediffmail.com,45.0,15809.0,self_employed_professional,120,0.4233,1.0,3,personal,252000,60.0,1,187956.47,credit_score_out_of_range
LA000122,APP023362,Ishaan Chatterjee,Indore,2023-05-10,BR024,partner_referral,QEGJM4665T,9389200226,sridhar_rao1@hotmail.com,30.0,22050.0,self_employed_professional,771,0.3514,1.0,0,vehicle,227000,48.0,0,,duplicate_application_id
LA027205,APP012350,Lakshmi Sharma,Lucknow,2024-13-05,BR007,online,LGBWH5689H,7535012299,sandeep_bhatia2@outlook.com,35.0,19178.0,salaried_private,668,0.5079,1.0,3,personal,170000,24.0,1,110593.97,unparseable_application_date
LA027210,APP018096,Ananya Pillai,Jaipur,2025-02-08,BR018,online,PDQBQ6185Y,9983392657,zoya_sharma9@rediffmail.com,,164433.0,salaried_private,574,0.4247,0.0,5,home,7974000,300.0,0,,missing_required_field
LA027265,APP020713,Meera Sharma,Madurai,2024-03-13,BR033,branch,NBGMA3695Z,6775972522,lakshmi_rathore3@rediffmail.com,37.0,46076.0,self_employed_business,120,0.4916,0.0,8,vehicle,1046000,60.0,0,,credit_score_out_of_range
LA027268,APP001846,Rahul Ramesh,Mumbai,2023-04-03,BR037,branch,GMXQM8289F,7305951390,kavya_banerjee6@protonmail.com,47.0,0.0,contract,684,0.5472,3.0,1,home,2414000,240.0,0,,income_not_positive
LA027297,APP007263,Krishna Varma,Nagpur,2025-06-10,BR012,partner_referral,DBCPK4096W,6884899907,yamini_nair5@yahoo.co.in,27.0,35550.0,salaried_private,740,0.4805,4.0,0,gold,77000,,0,,missing_required_field
LA000497,APP023783,Siddharth Naidu,Lucknow,2024-08-31,BR011,direct_sales_agent,BJILV1872X,8688206275,nithya48@outlook.com,31.0,76788.0,self_employed_professional,829,0.5698,4.0,1,gold,324000,18.0,0,,duplicate_application_id
LA027336,APP007517,Karthik Subramanian, Bhopal,2024-13-05,BR013,online,TWCIT9494E,7898340595,uma.shetty@yahoo.co.in,27.0,84134.0, SALARIED_PRIVATE ,758,0.6224,3.0,0,vehicle,1205000,36.0,0,,unparseable_application_date
LA027338,APP024537,Gayathri Bhat, Kolkata,2025-04-13,BR019,partner_referral,SQFAQ4151P,8713675655,chetan.das@protonmail.com,35.0,-25000.0,self_employed_professional,737,0.27,0.0,0,gold,225000,18.0,0,,income_not_positive
LA027341,APP025935,Harsha Subramanian,Delhi,2024-05-16,BR033,branch,CJBBF8906U,8580588244,achauhan@rediffmail.com,43.0,0.0, SELF_EMPLOYED_PROFESSIONAL ,769,0.8321,4.0,1,home,3273000,240.0,0,,income_not_positive
LA027370,APP015333,Sneha Reddy,Coimbatore,not_a_date,BR015,online,DRHDV0984M,6702506082,jkrishnan@outlook.com,41.0,20306.0,salaried_private,719,0.3474,0.0,1,personal,255000,48.0,0,,unparseable_application_date
LA027373,APP024261,Bhavana Bose,Kochi,2024-12-22,BR031,online,PLNBF7993B,8673091441,anand_subramanian8@hotmail.com,33.0,66758.0,SELF_EMPLOYED_PROFESSIONAL,722,0.9438,,1,vehicle,1608000,36.0,0,,missing_required_field
LA027388,APP022205,Vikram Shah,Surat,2023-07-09,BR039,branch,VWAEQ3715H,9225543570,vinay.verma@outlook.com,,51083.0,self_employed_business ,844,0.3688,0.0,1,personal,210000,12.0,0,,missing_required_field
LA027437,APP026805,Nandini Pillai,Pune,2023-01-23,BR002,online,BUCDG3963C,9657811748,dinesh.sharma@rediffmail.com,,68910.0,self_employed_professional,803,0.6839,3.0,0,vehicle,1128000,60.0,0,,missing_required_field
LA027457,APP000507,Nikhil Krishnan,Nashik,2024-11-19,BR021,online,LVMCW0698Y,8078931576,deepak_agarwal5@rediffmail.com,30.0,112093.0,contract,1200,0.5804,1.0,0,home,7352000,360.0,0,,credit_score_out_of_range
LA027495,APP026363,Aarav Sharma,Mysuru,2023-07-20,BR030,partner_referral,BNMND7943P,9325354429,chetan_raman3@rediffmail.com,47.0,83266.0,self_employed_professional,0,0.5472,1.0,3,vehicle,2265000,84.0,0,,credit_score_out_of_range
LA000099,APP013725,Karthik Rao,Surat ,2025-04-29,BR001,partner_referral,YIBCE9616N,9868114549,nprasad@protonmail.com,37.0,37581.0,salaried_private,759,0.4794,0.0,1,personal,656000,48.0,0,,duplicate_application_id
LA027502,APP005642,Vikram Nair,Mumbai,2024-06-14,BR035,branch,ACUEI1700G,7363597090,rohit_rathore2@gmail.com,52.0,49667.0,salaried_government,250,0.64,1.0,0,vehicle,1362000,60.0,0,,credit_score_out_of_range
LA000258,APP018963,Aditya Reddy,Tirunelveli,2024-08-30,BR006,branch,MWQJD9649T,9083468279,lagarwal@outlook.com,29.0,17779.0,self_employed_business,616,0.332,0.0,2,personal,121000,24.0,0,,duplicate_application_id
LA000477,APP001812,Meera Prasad,Nashik,2023-05-19,BR018,branch,QUYIU1031T,6881151167,vinay_venkatesan1@rediffmail.com,45.0,68666.0,contract,632,0.5659,0.0,1,home,4623000,300.0,0,,duplicate_application_id
LA027526,APP011371,Krishna Iyer, Bhopal,2024-13-05,BR025,branch,TAQBZ0125N,9612288748,bhargav.gupta@rediffmail.com,33.0,52875.0,salaried_private,700,0.5457,2.0,1,personal,756000,60.0,0,,unparseable_application_date
LA027536,APP008827,Karthik Naidu,Indore,2024-12-23,BR019,branch,FHPGH2727P,6518464799,varun_ghosh8@protonmail.com,30.0,-25000.0,salaried_private,649,0.2324,2.0,3,gold,43000,12.0,0,,income_not_positive
LA027563,APP022196,Saanvi Ramesh,Chennai,2023-03-17,BR002,partner_referral,KJQYK2238V,8209257365,rmalhotra@protonmail.com,,29465.0,self_employed_business,707,0.6405,1.0,1,personal,327000,24.0,0,,missing_required_field
LA027640,APP026856,Vivaan Shah,Mysuru,2024-04-13,BR040,online,PMGTT7852T,8024994662,meera.chauhan@rediffmail.com,31.0,26509.0,,544,0.6108,2.0,6,personal,406000,48.0,0,,missing_required_field
LA027645,APP021716,Saanvi Bose,Indore,2024-08-03,BR035,partner_referral,QWIBX4726Q,7618937532,hema_iyer5@gmail.com,46.0,0.0,self_employed_business,649,0.6516,1.0,3,personal,755000,36.0,0,,income_not_positive
LA027654,APP009528,Siddharth Malhotra,Vadodara,2023-04-14,BR022,online,XBFVQ1465I,8336976731,mahesh.mehta@outlook.com,31.0,0.0,salaried_private,786,0.3456,0.0,0,personal,351000,24.0,0,,income_not_positive
LA027679,APP025805,Yash Joshi,Tirunelveli,2025-02-20,BR019,online,XAHSI3995R,6580469684,vaishnavi.iyer@outlook.com,42.0,-25000.0,self_employed_professional,688,0.3653,0.0,2,personal,490000,36.0,0,,income_not_positive
LA000067,APP018913,Aditya Sinha,Lucknow,2024/07/22,BR037,partner_referral,LLDZA8341C,7488528664,tarun76@rediffmail.com,28.0,74702.0,self_employed_business,696,0.8336,0.0,0,vehicle,708000,12.0,0,,duplicate_application_id
LA027710,APP001652,Krishna Shah,Coimbatore,2023-10-12,BR024,direct_sales_agent,WGZCB0770Y,7136504612,anand.rao@gmail.com,42.0,-1.0,contract,789,0.4608,1.0,0,personal,423000,48.0,0,,income_not_positive
LA027719,APP014882,Aadhya Iyer,Coimbatore,2023-04-25,BR040,online,NWZYZ2107S,6948800602,tarun.subramanian@yahoo.co.in,40.0,-25000.0,salaried_private,779,0.3738,2.0,1,personal,185000,36.0,0,,income_not_positive
LA027729,APP010734,Vivaan Nair,Madurai,,BR026,branch,JVIUX7712I,7729535773,sghosh@gmail.com,32.0,54687.0,salaried_private,657,0.6833,3.0,1,home,3034000,300.0,0,,unparseable_application_date
LA027732,APP004036,Priya Sharma,Jaipur,2024-13-05,BR017,partner_referral,RUZYS6705G,6634477477,nmalhotra@yahoo.co.in,35.0,28257.0,salaried_government,704,0.8085,3.0,2,home,1932000,360.0,0,,unparseable_application_date
LA027741,APP003370,Aditya Pillai,Surat,,BR026,partner_referral,ICYBD6098B,9160471440,ipillai@yahoo.co.in,31.0,67376.0,salaried_government,519,0.658,1.0,4,home,4584000,300.0,0,,unparseable_application_date
LA027758,APP000797,Vikram Pillai,Vadodara,2023-09-17,BR011,branch,DLRCI1434Y,8677299783,yverma@protonmail.com,32.0,48735.0,contract,730,0.4246,,1,vehicle,530000,36.0,0,,missing_required_field
LA027797,APP022926,Yash Chatterjee,Nashik,not_a_date,BR009,online,EBMIT9305P,8181113174,nandini.iyer@rediffmail.com,28.0,34451.0,self_employed_professional,825,0.4734,2.0,1,gold,200000,24.0,0,,unparseable_application_date
LA000464,APP024790,Aadhya Chauhan,Kochi,2025-05-20,BR017,partner_referral,TRQMP8697Z,8472392737,imran.bhat@outlook.com,35.0,94348.0,self_employed_professional,672,0.2747,1.0,0,gold,647000,36.0,0,,duplicate_application_id
LA027846,APP007712,Gayathri Menon,Nagpur,2023-11-29,BR003,branch,HEIPV2844W,6879283646,suresh_gupta5@protonmail.com,28.0,24789.0,salaried_private,580,0.214,0.0,1,gold,113000,,0,,missing_required_field
LA027892,APP022225,Aditya Banerjee,Vadodara,2025-06-14,BR017,online,DFJHK0969U,9328476408,anand39@yahoo.co.in,23.0,17098.0,self_employed_professional,250,0.7379,3.0,1,vehicle,315000,36.0,1,106340.62,credit_score_out_of_range
LA027896,APP011875,Gayathri Naidu,Ahmedabad,2025-03-15,BR008,branch,EQGMV5118Y,9200933686,vikram36@outlook.com,34.0,35036.0,salaried_private,250,0.7086,2.0,0,gold,116000,6.0,1,38962.73,credit_score_out_of_range
LA027900,APP016507,Krishna Gowda,Vadodara,2024-04-20,BR019,branch,ZPUVK0161P,7335151504,jchatterjee@yahoo.co.in,45.0,18590.0,salaried_private,4300,0.3538,1.0,1,gold,93000,24.0,0,,credit_score_out_of_range
LA027901,APP013097,Manoj Malhotra,Kolkata,2024-08-11,BR028,branch,GNYLW2649Y,9691624794,aarav.shah@gmail.com,36.0,32297.0,SALARIED_PRIVATE,612,0.6121,,1,vehicle,271000,24.0,0,,missing_required_field
LA027910,APP018090,Divya Joshi,Madurai,2025-05-11,BR011,direct_sales_agent,KQMJC4452H,6074611000,latha.mehta@rediffmail.com,,142991.0,salaried_private,611,0.3626,0.0,4,vehicle,1117000,24.0,0,,missing_required_field
LA027916,APP011794,Vivaan Iyer,Nagpur,2023-11-04,BR023,partner_referral,YATHL1974Q,7593594731,rmalhotra@gmail.com,34.0,27934.0,salaried_private,688,0.5064,,3,personal,407000,36.0,0,,missing_required_field
LA027917,APP018320,Pooja Menon,Ahmedabad,2023-01-17,BR009,partner_referral,FDXEU5113Z,7199048420,ldas@rediffmail.com,25.0,-1.0,self_employed_business,686,0.6349,3.0,3,vehicle,613000,36.0,0,,income_not_positive
LA027955,APP015265,Ishaan Chatterjee,Coimbatore,2024-04-04,BR010,branch,XZGYL5782P,9324971162,imran32@protonmail.com,41.0,0.0,salaried_private,670,0.5337,1.0,4,vehicle,745000,84.0,0,,income_not_positive
LA027956,APP023811,Vivaan Shah,Nagpur,not_a_date,BR026,online,CQFII2956X,9115426234,jprasad@rediffmail.com,31.0,96412.0,self_employed_professional,871,0.4139,0.0,0,home,4960000,300.0,0,,unparseable_application_date
LA027986,APP018287,Neha Nair,Indore,2023-04-18,BR020,branch,APXZS2884Z,7243694481,ishita43@protonmail.com,24.0,51646.0,self_employed_business,806,0.5966,,1,personal,533000,24.0,0,,missing_required_field
LA028009,APP012854,Rohan Patel,Ludhiana,2023-02-10,BR032,branch,TWICR9142D,6058503224,vinay.sharma@hotmail.com,36.0,-25000.0,salaried_private,624,0.4311,0.0,4,personal,680000,60.0,0,,income_not_positive
LA028017,APP018158,Reyansh Mukherjee,Lucknow,2023-11-18,BR032,online,YYDJK3933L,6994784032,divya.venkatesan@gmail.com,,62419.0,salaried_private,699,0.6903,1.0,2,personal,1113000,36.0,0,,missing_required_field
LA028069,APP012858,Neha Bhat,Coimbatore,2023-07-21,BR026,partner_referral,RHTWI7160S,6150215672,divya33@yahoo.co.in,36.0,0.0,salaried_private,769,0.3767,1.0,2,vehicle,548000,24.0,0,,income_not_positive
LA028095,APP011573,Ritika Hegde,Mysuru,2023-08-21,BR008,branch,BPNBQ8678B,8339755268,lprasad@gmail.com,34.0,-1.0,salaried_private,825,0.2795,0.0,0,personal,435000,24.0,0,,income_not_positive
LA028097,APP026959,Meera Desai,Chennai,2024-08-27,BR040,partner_referral,VECXZ5097C,8592790895,tarun_banerjee8@rediffmail.com,47.0,66404.0,,558,0.5558,3.0,0,personal,468000,24.0,0,,missing_required_field
LA028108,APP023302,Siddharth Subramanian,Jaipur,2024-05-24,BR033,branch,ZIGPP8121S,8489276521,rajesh15@rediffmail.com,30.0,0.0,self_employed_professional,741,0.4432,1.0,1,home,7593000,300.0,0,,income_not_positive
LA028121,APP011967,Anjali Gowda,Ludhiana,,BR012,partner_referral,LELLQ9993W,6562230363,gayatri.bhat@hotmail.com,34.0,43183.0,salaried_private,498,0.1836,1.0,9,gold,52000,12.0,0,,unparseable_application_date
